event_time;event_type;product_id;category_code;brand;price;user_id;user_session
2020-09-24 12:02:58 UTC;view;136700;computers.components.motherboard;asrock;6762,51;1515915625507410730;hHIiHDGdPw
2020-09-24 12:03:01 UTC;view;3661285;electronics.video.tv;lg;70529,16;1515915625470774320;HMot99bSay
2020-09-24 12:03:12 UTC;view;481930;;;874,35;1515915625519390638;FXDcqt0MuR
2020-09-24 12:03:17 UTC;view;1507291;computers.components.power_supply;supermicro;18928,59;1515915625519390468;xn6SHCnZtk
2020-09-24 12:03:37 UTC;view;4101820;computers.peripherals.printer;ricoh;9313,35;1515915625508483528;DQ79YJiIcZ
2020-09-24 12:03:37 UTC;view;758525;electronics.telephone;;136,59;1515915625519391008;7EXOvzUS35
2020-09-24 12:04:10 UTC;purchase;1507291;computers.components.power_supply;supermicro;18928,59;1515915625519390468;xn6SHCnZtk
2020-09-24 12:04:15 UTC;view;3149184;electronics.telephone;flexis;606,39;1515915625519391247;t5aw8VKVBj
2020-09-24 12:05:06 UTC;view;3536864;;sirius;4101,18;1515915625519382571;Ve8a3LzDoI
2020-09-24 12:05:17 UTC;view;3791351;computers.components.cpu;amd;17773,23;1515915625400993933;5jcEkwRby1
2020-09-24 12:05:19 UTC;view;261923;;panasonic;3284,25;1515915625519388006;17S2LXOG91
2020-09-24 12:05:46 UTC;view;677289;construction.tools.welding;fubag;8845,29;1515915625519390362;XMasDVSlJ4
2020-09-24 12:06:34 UTC;view;3536864;;sirius;4101,18;1515915625519382571;Ve8a3LzDoI
2020-09-24 12:06:37 UTC;view;1417423;electronics.telephone;sirius;801,27;1515915625512189330;hbCbCVCiiR
2020-09-24 12:06:48 UTC;view;661128;appliances.kitchen.juicer;;5561,04;1515915625519341967;TTK47Aa942
2020-09-24 12:07:08 UTC;view;13327;computers.peripherals.scanner;epson;14296,71;1515915625519386397;2E7pEIPj9N
2020-09-24 12:07:26 UTC;view;657859;;;2972,79;1515915625519320570;HEl15U7JVy
2020-09-24 12:07:35 UTC;view;740421;appliances.steam_cleaner;vlk;5447,94;1515915625519389855;rzbjp1wpzi
2020-09-24 12:07:55 UTC;view;136700;computers.components.motherboard;asrock;6762,51;1515915625519392459;0KdrxeTB4x
2020-09-24 12:08:21 UTC;view;748877;;;14218,41;1515915625519392600;YaPfZwn4qG
2020-09-24 12:08:24 UTC;cart;136700;computers.components.motherboard;asrock;6762,51;1515915625519392459;0KdrxeTB4x
2020-09-24 12:08:41 UTC;view;136700;computers.components.motherboard;asrock;6762,51;1515915625519392459;0KdrxeTB4x
2020-09-24 12:08:46 UTC;view;3830671;;pocketbook;2113,23;1515915625519392741;t5qyDiK2PZ
2020-09-24 12:09:33 UTC;view;1784819;;cameronsino;1864,41;1515915625356203891;AnBCeDRHyf
2020-09-24 12:10:10 UTC;view;3661285;electronics.video.tv;lg;70529,16;1515915625519393259;H1crt6uiLB
2020-09-24 12:10:45 UTC;view;1271563;computers.components.motherboard;gigabyte;5566,26;1515915625517820138;Cul67hQtz1
2020-09-24 12:10:51 UTC;view;266369;;;3314,7;1515915625519393511;zOkw37t4EG
2020-09-24 12:10:55 UTC;view;1745481;;victorinox;677,73;1515915625519255547;2pekDFtr7p
2020-09-24 12:11:17 UTC;view;589450;appliances.kitchen.juicer;;4689,3;1515915625361439171;1LAG7CE0bg
2020-09-24 12:11:23 UTC;view;1444773;electronics.audio.acoustic;;4347,39;1515915625519393172;RxEUEq50CE
2020-09-24 12:11:43 UTC;view;666781;;;20590,29;1515915625519393739;kyc02rmVeT
2020-09-24 12:12:06 UTC;view;822426;computers.peripherals.camera;logitech;10731,45;1515915625513574486;2gngxS29Ts
2020-09-24 12:12:16 UTC;cart;822426;computers.peripherals.camera;logitech;10731,45;1515915625513574486;2gngxS29Ts
2020-09-24 12:12:24 UTC;view;1355041;computers.peripherals.printer;hp;976,14;1515915625519393447;XRpGJqnr1m
2020-09-24 12:12:33 UTC;view;1667761;electronics.video.tv;jvc;14033,1;1515915625519392873;XF3LeYhSFd
2020-09-24 12:12:41 UTC;view;857015;electronics.tablet;;1339,8;1515915625517639190;n4E1tlnJ8h
2020-09-24 12:13:03 UTC;cart;1283197;computers.peripherals.nas;zyxel;10769,73;1515915625519356010;3jFpdbozOd
2020-09-24 12:13:05 UTC;view;315364;;;963,96;1515915625507214919;aoKZ49LzpD
2020-09-24 12:14:01 UTC;view;90232;;bosch;40260,12;1515915625519394709;Kiv3ZwDqp9
2020-09-24 12:14:07 UTC;view;1400817;computers.peripherals.printer;hp;43059,78;1515915625519394750;GHliqixrsL
2020-09-24 12:14:13 UTC;view;898068;;cameronsino;2734,41;1515915625519394782;1bHYvNk4X6
2020-09-24 12:14:48 UTC;view;1829859;stationery.cartrige;lomond;726,45;1515915625519392599;UBdbsTPcnz
2020-09-24 12:15:03 UTC;view;523117;computers.components.motherboard;asrock;6421,47;1515915625519334445;HycmCUvnFr
2020-09-24 12:15:06 UTC;purchase;822426;computers.peripherals.camera;logitech;10731,45;1515915625513574486;2gngxS29Ts
2020-09-24 12:15:11 UTC;view;627054;computers.components.power_supply;;4749,33;1515915625519380411;tdicluNnRY
2020-09-24 12:15:16 UTC;view;1503903;;topon;2154,12;1515915625519395164;962BnSl5XC
2020-09-24 12:15:29 UTC;view;4060928;electronics.video.tv;;7762,14;1515915625518130982;3yFCkx2KKW
2020-09-24 12:15:55 UTC;view;659849;;swat;2755,29;1515915625477830657;Q1sC1ETnQM
2020-09-24 12:16:10 UTC;view;251001;computers.components.network_adapter;;2532,57;1515915625519395536;5BUvQ0qjV0
2020-09-24 12:16:18 UTC;view;1263516;;fubag;6583,29;1515915625517759569;U0jPRvGG9t
2020-09-24 12:16:28 UTC;view;4154001;;digma;6021,27;1515915625519378652;xTwMPf33Eu
2020-09-24 12:16:41 UTC;cart;1263516;;fubag;6583,29;1515915625517759569;U0jPRvGG9t
2020-09-24 12:16:47 UTC;view;1413341;computers.components.cpu;amd;16662,24;1515915625518854597;YDZj24sTX9
2020-09-24 12:16:48 UTC;view;933650;computers.peripherals.joystick;logitech;24659,28;1515915625519395757;EDHeHLEpw6
2020-09-24 12:17:29 UTC;view;908134;appliances.sewing_machine;;6482,37;1515915625519396026;oGBYWkVs8J
2020-09-24 12:17:51 UTC;view;933650;computers.peripherals.joystick;logitech;24659,28;1515915625519395757;EDHeHLEpw6
2020-09-24 12:18:01 UTC;view;52708;computers.peripherals.wifi;ubiquiti;4925,94;1515915625519396211;vKJvJH1Jzg
2020-09-24 12:18:09 UTC;view;4005472;electronics.audio.dictaphone;sony;31642,77;1515915625481243042;yYQl5RdEo9
2020-09-24 12:18:27 UTC;view;661128;appliances.kitchen.juicer;;5561,04;1515915625519341967;TTK47Aa942
2020-09-24 12:18:48 UTC;view;1651978;appliances.environment.vacuum;topon;2513,43;1515915625519396513;QN1QKyFGCp
2020-09-24 12:18:49 UTC;view;4172850;electronics.clocks;jet;8645,19;1515915625519396525;9OP2SErSdo
2020-09-24 12:19:01 UTC;purchase;4060928;electronics.video.tv;;7762,14;1515915625518130982;3yFCkx2KKW
2020-09-24 12:19:52 UTC;view;3791351;computers.components.cpu;amd;17773,23;1515915625519396912;UYt0G8N1Jf
2020-09-24 12:19:57 UTC;view;139905;computers.components.cooler;zalman;1492,92;1515915625519380411;tdicluNnRY
2020-09-24 12:20:05 UTC;view;1505227;;topon;3604,41;1515915625519395164;962BnSl5XC
2020-09-24 12:20:13 UTC;view;3791351;computers.components.cpu;amd;17773,23;1515915625519396912;UYt0G8N1Jf
2020-09-24 12:20:25 UTC;view;221094;electronics.audio.headphone;sony;2280,27;1515915625519397121;mB5qKlRxmk
2020-09-24 12:20:43 UTC;view;860100;;ippon;4641,45;1515915625519396521;fsNZ9zeoYj
2020-09-24 12:21:02 UTC;view;3573412;computers.components.videocards;asus;27413,7;1515915625519397357;M9vsLQgCZB
2020-09-24 12:21:08 UTC;view;1354265;;smartbuy;929,16;1515915625519397392;sCOqDecaci
2020-09-24 12:21:19 UTC;view;3791538;auto.accessories.alarm;scher-khan;7249,71;1515915625519397451;XaRzaN6YJA
2020-09-24 12:21:27 UTC;view;788109;computers.components.videocards;asus;22448,61;1515915625519397521;5Whq7iFuNh
2020-09-24 12:21:45 UTC;view;1263516;;fubag;6583,29;1515915625517759569;U0jPRvGG9t
2020-09-24 12:22:08 UTC;view;620415;computers.peripherals.printer;;6813,84;1515915625519397770;4UJmTdH10Q
2020-09-24 12:22:39 UTC;view;4155372;computers.components.videocards;asus;44766,72;1515915625519397521;5Whq7iFuNh
2020-09-24 12:22:40 UTC;view;1504974;;topon;3162,45;1515915625519395164;962BnSl5XC
2020-09-24 12:22:49 UTC;view;1271549;electronics.audio.acoustic;edifier;35291,55;1515915625519398031;hq3JGndGca
2020-09-24 12:23:22 UTC;view;651503;;acv;973,53;1515915625518816019;Epu1sHOQsi
2020-09-24 12:23:28 UTC;view;1111627;;pioneer;55722,63;1515915625512513370;fUIMxTLqJk
2020-09-24 12:23:40 UTC;view;809948;computers.components.motherboard;asus;5609,76;1515915625519398313;X2dJQNP11C
2020-09-24 12:23:41 UTC;view;1569901;computers.components.videocards;dell;34044,84;1515915625519397521;5Whq7iFuNh
2020-09-24 12:24:06 UTC;view;1976006;computers.components.videocards;gigabyte;27614,67;1515915625519397521;5Whq7iFuNh
2020-09-24 12:24:12 UTC;view;3698755;stationery.cartrige;lexmark;7701,24;1515915625508706879;mTvQNIrzuS
2020-09-24 12:24:22 UTC;view;136700;computers.components.motherboard;asrock;6762,51;1515915625519398313;X2dJQNP11C
2020-09-24 12:24:25 UTC;view;3830144;;silverstone;3106,77;1515915625519398625;o2yNzLUa9P
2020-09-24 12:24:26 UTC;view;459699;;;1500,75;1515915625499033346;VxzYS4AW3M
2020-09-24 12:24:27 UTC;view;665981;;bosch;36418,2;1515915625519398646;mXsOC80rl9
2020-09-24 12:24:28 UTC;view;4171262;computers.components.hdd;;60871,29;1515915625519397521;5Whq7iFuNh
2020-09-24 12:24:31 UTC;view;1505265;;topon;4404,81;1515915625519395164;962BnSl5XC
2020-09-24 12:24:46 UTC;view;1299774;electronics.telephone;;9224,61;1515915625499582651;GHnkCrWgF5
2020-09-24 12:24:53 UTC;view;632404;construction.tools.welding;;21804,81;1515915625369253995;fgdqaSn31h
2020-09-24 12:24:53 UTC;view;3760012;computers.components.hdd;dell;49635,24;1515915625519397521;5Whq7iFuNh
2020-09-24 12:24:58 UTC;view;775032;;;11696,28;1515915625510965182;OSLlYe38Zj
2020-09-24 12:25:18 UTC;purchase;4060928;electronics.video.tv;;7762,14;1515915625518130982;3yFCkx2KKW
2020-09-24 12:25:19 UTC;view;3828501;electronics.video.tv;bbk;7582,92;1515915625519397410;LY6Iz7zjMX
2020-09-24 12:25:30 UTC;view;3687966;;;248,82;1515915625518952357;jvMg3zGj3q
2020-09-24 12:25:37 UTC;view;632404;construction.tools.welding;;21804,81;1515915625369253995;fgdqaSn31h
2020-09-24 12:25:58 UTC;view;1503903;;topon;2154,12;1515915625519395164;962BnSl5XC
2020-09-24 12:26:02 UTC;view;608119;;panasonic;4060,29;1515915625455742770;h46vVvKLhT
2020-09-24 12:26:40 UTC;view;1508575;;;4980,75;1515915625519399474;p6BT1QGxcx
2020-09-24 12:27:03 UTC;view;535561;appliances.kitchen.kettle;mystery;4109,88;1515915625519399623;8KmqE9U413
2020-09-24 12:27:22 UTC;view;1503903;;topon;2154,12;1515915625519395164;962BnSl5XC
2020-09-24 12:27:37 UTC;view;455085;furniture.living_room.shelving;;1753,92;1515915625519364956;qZ63KneqiR
2020-09-24 12:27:39 UTC;cart;888783;computers.components.hdd;;7222,74;1515915625519356010;3jFpdbozOd
2020-09-24 12:27:41 UTC;view;668723;;;18243,9;1515915625519399620;K6xV6eWAS4
2020-09-24 12:28:08 UTC;view;1529244;;delta;5497,53;1515915625469154910;WwNeJMzCPf
2020-09-24 12:28:19 UTC;view;1282404;electronics.telephone;;2706,57;1515915625519387184;1PFWuOwv89
2020-09-24 12:28:59 UTC;view;1452884;computers.peripherals.printer;canon;13841,7;1515915625519400385;6h1Nl0MmKo
2020-09-24 12:29:00 UTC;view;631148;computers.components.hdd;dell;30844,98;1515915625519400393;AC8V1zlo2X
2020-09-24 12:29:17 UTC;view;1821803;electronics.telephone;sirius;2651,76;1515915625519399850;jg7PxymyBu
2020-09-24 12:29:34 UTC;view;4078544;;kelli;1781,76;1515915625517098009;BZFVjqpZPY
2020-09-24 12:29:49 UTC;purchase;1283197;computers.peripherals.nas;zyxel;10769,73;1515915625519356010;3jFpdbozOd
2020-09-24 12:29:49 UTC;purchase;888783;computers.components.hdd;;7222,74;1515915625519356010;3jFpdbozOd
2020-09-24 12:30:09 UTC;view;3829364;electronics.telephone;;1781,76;1515915625519399850;jg7PxymyBu
2020-09-24 12:30:44 UTC;view;1821803;electronics.telephone;sirius;2651,76;1515915625519399850;jg7PxymyBu
2020-09-24 12:30:50 UTC;view;307028;;;966,57;1515915625519400699;xaKnPW69s4
2020-09-24 12:31:00 UTC;view;484960;;buro;1052,7;1515915625519400699;xaKnPW69s4
2020-09-24 12:31:16 UTC;view;293634;;hama;1171,02;1515915625519401172;5HpXMbBDTl
2020-09-24 12:31:19 UTC;view;1821803;electronics.telephone;sirius;2651,76;1515915625519399850;jg7PxymyBu
2020-09-24 12:31:32 UTC;view;672152;;;1062,27;1515915625519401281;FnNWnn1OvR
2020-09-24 12:32:01 UTC;view;4079248;electronics.telephone;;6242,25;1515915625519397018;br3H747Q1M
2020-09-24 12:32:07 UTC;view;778109;;;9101,94;1515915625519401420;FD2yBHUBoP
2020-09-24 12:32:29 UTC;view;898695;computers.peripherals.mouse;;7462,86;1515915625519401685;7OIXUHRZr5
2020-09-24 12:33:10 UTC;view;622342;computers.peripherals.printer;hp;3190,29;1515915625519401790;WD1wDRoINZ
2020-09-24 12:33:16 UTC;view;911745;;;8792,22;1515915625519401420;FD2yBHUBoP
2020-09-24 12:33:56 UTC;view;810308;;;1905,3;1515915625519401724;PNuwPYPkyX
2020-09-24 12:34:03 UTC;view;743702;construction.tools.screw;;528,96;1515915625506250144;cb34ecf3-035d-4fa8-ba94-06ec8a78a25a
2020-09-24 12:34:37 UTC;view;462241;computers.peripherals.printer;brother;19554,12;1515915625519402422;eWfcSRHJsj
2020-09-24 12:34:39 UTC;view;667184;;;6771,21;1515915625519401420;FD2yBHUBoP
2020-09-24 12:34:48 UTC;view;399377;;brand-rex;1286,73;1515915625387787258;BJz40irmKW
2020-09-24 12:34:50 UTC;view;1848999;;braun;5744,61;1515915625518960875;80WFrRW2Jx
2020-09-24 12:34:52 UTC;view;857303;;;1199,73;1515915625519401724;PNuwPYPkyX
2020-09-24 12:35:03 UTC;view;3828335;electronics.video.tv;hyundai;69033,63;1515915625519402340;GYZFCKUcsB
2020-09-24 12:35:23 UTC;view;3828247;computers.peripherals.printer;hp;9390,78;1515915625519402694;DoxHgNgGcF
2020-09-24 12:36:03 UTC;view;2001973;construction.tools.pump;;11972,94;1515915625519402061;ZHPlNxQEsu
2020-09-24 12:36:16 UTC;view;3830296;computers.peripherals.printer;content;1208,43;1515915625519402937;tgXB9CFQQW
2020-09-24 12:36:19 UTC;view;3830296;computers.peripherals.printer;content;1208,43;1515915625519403099;hOTzTiWHvR
2020-09-24 12:36:46 UTC;view;225066;;;1049,22;1515915625519401724;PNuwPYPkyX
2020-09-24 12:36:58 UTC;view;622342;computers.peripherals.printer;hp;3190,29;1515915625519401086;0dljz91LMx
2020-09-24 12:37:09 UTC;view;665981;;bosch;36418,2;1515915625519403384;wzmGYFwyw2
2020-09-24 12:37:32 UTC;view;139268;computers.components.cooler;deepcool;1031,82;1515915625519403527;jEw88TGY4L
2020-09-24 12:37:34 UTC;view;335772;;;1215,39;1515915625519401724;PNuwPYPkyX
2020-09-24 12:37:38 UTC;view;1033862;;sandisk;1587,75;1515915625519401724;PNuwPYPkyX
2020-09-24 12:38:33 UTC;view;3828725;electronics.telephone;samsung;3136,35;1515915625504921591;1a875788-1cfc-4ae1-af0a-c9791069c78f
2020-09-24 12:38:37 UTC;view;1674454;electronics.telephone;;1031,82;1515915625519401159;v1oSQvC6hH
2020-09-24 12:38:52 UTC;cart;1674454;electronics.telephone;;1031,82;1515915625519401159;v1oSQvC6hH
2020-09-24 12:38:56 UTC;view;3648602;computers.components.hdd;seagate;9536,94;1515915625519403923;jDbfXhPf3H
2020-09-24 12:39:14 UTC;view;122283;computers.peripherals.mouse;logitech;2883,18;1515915625519404146;i827kNHwbP
2020-09-24 12:39:40 UTC;purchase;1674454;electronics.telephone;;1031,82;1515915625519401159;v1oSQvC6hH
2020-09-24 12:39:45 UTC;view;852889;;pitatel;3176,37;1515915625519403334;C9bvtyljW8
2020-09-24 12:40:10 UTC;view;194044;appliances.sewing_machine;janome;28201,92;1515915625519404463;wwdI7ZP3jS
2020-09-24 12:40:16 UTC;view;194044;appliances.sewing_machine;janome;28201,92;1515915625519404463;dSUrxftQCk
2020-09-24 12:40:23 UTC;view;811491;;ritmix;2898,84;1515915625519404320;SCjt0Xxrrk
2020-09-24 12:40:51 UTC;view;1248269;;greenconnect;2688,3;1515915625519404721;l4XqMlfyDd
2020-09-24 12:41:04 UTC;view;778109;;;9101,94;1515915625519401420;0KsXeqFCMT
2020-09-24 12:41:09 UTC;view;911745;;;8792,22;1515915625519401420;0KsXeqFCMT
2020-09-24 12:41:18 UTC;view;667184;;;6771,21;1515915625519401420;0KsXeqFCMT
2020-09-24 12:41:29 UTC;view;456165;auto.accessories.window;;5454,9;1515915625519404962;pJ7FSd22N3
2020-09-24 12:41:38 UTC;view;1549925;electronics.video.tv;lg;33116,55;1515915625519404866;O6iocvsWvy
2020-09-24 12:41:42 UTC;view;810340;electronics.telephone;sirius;821,28;1515915625519404934;Vpycg2ileT
2020-09-24 12:43:21 UTC;purchase;822426;computers.peripherals.camera;logitech;10731,45;1515915625513574486;2gngxS29Ts
2020-09-24 12:43:31 UTC;view;470796;electronics.tablet;;1380,69;1515915625519405727;UC6BiOYzqU
2020-09-24 12:43:41 UTC;view;4047111;;samsung;1881,81;1515915625470995608;01471d2f-3aae-432e-8c5c-4b3ab24723c8
2020-09-24 12:44:04 UTC;view;4047109;;samsung;2877,96;1515915625470995608;01471d2f-3aae-432e-8c5c-4b3ab24723c8
2020-09-24 12:44:28 UTC;cart;4047109;;samsung;2877,96;1515915625470995608;01471d2f-3aae-432e-8c5c-4b3ab24723c8
2020-09-24 12:45:03 UTC;view;1633763;auto.accessories.player;pioneer;11090,76;1515915625519405941;vA2k1StxxD
2020-09-24 12:45:04 UTC;view;176978;;d-link;5300,04;1515915625519405956;4kYeCWmxGW
2020-09-24 12:45:25 UTC;view;665981;;bosch;36418,2;1515915625358841505;zeKerr8sdd
2020-09-24 12:45:35 UTC;view;1299718;computers.peripherals.printer;hi-black;2644,8;1515915625519406411;dDJCZSLubM
2020-09-24 12:45:38 UTC;view;741173;auto.accessories.player;pioneer;13795,59;1515915625519405941;vA2k1StxxD
2020-09-24 12:46:05 UTC;view;802233;computers.peripherals.mouse;;1383,3;1515915625519406697;SyreOvqXol
2020-09-24 12:46:15 UTC;view;3506322;computers.components.tv_tuner;perfeo;1695,63;1515915625519406764;Wi5ldgNNvi
2020-09-24 12:46:40 UTC;view;3556336;kids.skates;koowheel;37622,28;1515915625519406935;nWHPzbPI9q
2020-09-24 12:47:09 UTC;view;175949;computers.peripherals.vr;palmexx;3134,61;1515915625519406565;jJKFk9SM9Q
2020-09-24 12:48:01 UTC;view;3791905;electronics.telephone;alcatel;10506,12;1515915625519344933;Mf09pFfuyO
2020-09-24 12:48:08 UTC;view;3698752;stationery.cartrige;lexmark;4528,35;1515915625519407136;yuz2aAsWUw
2020-09-24 12:48:11 UTC;purchase;822426;computers.peripherals.camera;logitech;10731,45;1515915625513574581;qkZG0pW1kp
2020-09-24 12:48:14 UTC;view;4156050;;favourite;2687,43;1515915625499383444;wNF3kSbxhS
2020-09-24 12:48:20 UTC;view;3537000;;p.i.t.;3249,45;1515915625499383444;wNF3kSbxhS
2020-09-24 12:48:27 UTC;purchase;822426;computers.peripherals.camera;logitech;10731,45;1515915625513574486;2gngxS29Ts
2020-09-24 12:48:31 UTC;view;124712;electronics.audio.acoustic;edifier;17816,73;1515915625519407618;JB3Sy5LCfb
2020-09-24 12:48:35 UTC;purchase;4047109;;samsung;2877,96;1515915625470995608;01471d2f-3aae-432e-8c5c-4b3ab24723c8
2020-09-24 12:48:36 UTC;view;3829062;computers.peripherals.joystick;sony;5680,23;1515915625519407662;pvw2wEqQrV
2020-09-24 12:48:40 UTC;view;3698756;stationery.cartrige;lexmark;10071,12;1515915625519407136;yuz2aAsWUw
2020-09-24 12:48:47 UTC;cart;741173;auto.accessories.player;pioneer;13795,59;1515915625519405941;vA2k1StxxD
2020-09-24 12:48:47 UTC;view;3760001;computers.peripherals.printer;canon;27377,16;1515915625519407713;BkDIIpdhiX
2020-09-24 12:49:24 UTC;purchase;175949;computers.peripherals.vr;palmexx;3134,61;1515915625519406565;jJKFk9SM9Q
2020-09-24 12:49:24 UTC;view;1355131;electronics.telephone;;17814,12;1515915625519407915;ESchiZBymX
2020-09-24 12:49:33 UTC;view;610307;computers.peripherals.printer;epson;16281,18;1515915625495730219;XwoH12dpwB
2020-09-24 12:49:34 UTC;view;124712;electronics.audio.acoustic;edifier;17816,73;1515915625519407618;bRZAHDpYFC
2020-09-24 12:49:39 UTC;view;876509;;;942,21;1515915625519408012;8Wetaw7Xhf
2020-09-24 12:49:46 UTC;purchase;822426;computers.peripherals.camera;logitech;10731,45;1515915625513574486;2gngxS29Ts
2020-09-24 12:49:46 UTC;view;1747854;;kitfort;13892,16;1515915625519408052;1V2M2S2WF9
2020-09-24 12:50:00 UTC;cart;4013079;electronics.telephone;;980,49;1515915625519258287;7DGcRi1GB8
2020-09-24 12:50:18 UTC;view;610307;computers.peripherals.printer;epson;16281,18;1515915625495730219;XwoH12dpwB
2020-09-24 12:50:22 UTC;cart;124712;electronics.audio.acoustic;edifier;17816,73;1515915625519407618;bRZAHDpYFC
2020-09-24 12:50:51 UTC;view;3760001;computers.peripherals.printer;canon;27377,16;1515915625519407713;R81eNzlilb
2020-09-24 12:50:55 UTC;purchase;4013079;electronics.telephone;;980,49;1515915625519258287;7DGcRi1GB8
2020-09-24 12:51:06 UTC;purchase;124712;electronics.audio.acoustic;edifier;17816,73;1515915625519407618;bRZAHDpYFC
2020-09-24 12:51:12 UTC;view;3828888;electronics.telephone;samsung;4691,04;1515915625504921591;1a875788-1cfc-4ae1-af0a-c9791069c78f
2020-09-24 12:51:17 UTC;cart;3506322;computers.components.tv_tuner;perfeo;1695,63;1515915625519406764;Wi5ldgNNvi
2020-09-24 12:51:30 UTC;view;266440;computers.peripherals.printer;;5716,77;1515915625519408623;gc9Tg5vWlA
2020-09-24 12:51:31 UTC;view;287525;;;813,45;1515915625519408235;XS45kSbXkH
2020-09-24 12:51:57 UTC;view;427706;computers.peripherals.printer;hi-black;764,73;1515915625519408623;gc9Tg5vWlA
2020-09-24 12:52:12 UTC;view;396132;construction.tools.soldering;;863,04;1515915625519408777;J5Cp79DddT
2020-09-24 12:52:15 UTC;view;526746;computers.peripherals.printer;;1393,74;1515915625519408623;gc9Tg5vWlA
2020-09-24 12:52:17 UTC;view;1821986;electronics.telephone;;2927,55;1515915625519408919;ihULAf2qeq
2020-09-24 12:52:20 UTC;view;3537391;electronics.telephone;;2817,06;1515915625423858244;UlCsGbn9mh
